open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy__quote_volume,ignore,premium_index_open,premium_index_high,premium_index_low,premium_index_close
1686102000000,27088.2,27121.7,27080.1,27115.1,1571.353,1686102299999,42589342.6153,15427,1016.831,27558430.9196,0,-0.0001203,0.00032283,-0.00033265,-5.644e-05
1686102300000,27115.1,27118.9,27070.0,27080.4,1067.779,1686102599999,28929097.3544,10361,415.079,11245796.3071,0,-4.087e-05,5.823e-05,-0.00031871,-0.00017906
1686102600000,27080.5,27091.7,27080.4,27080.8,408.043,1686102899999,11052657.8735,5349,221.531,6000700.3271,0,-0.00017398,7.69e-06,-0.0003119,-0.00021445
1686102900000,27080.9,27109.4,27079.7,27084.3,884.788,1686103199999,23971667.4056,8694,548.096,14849140.3815,0,-0.00018787,0.00021231,-0.00029596,-1.858e-05
1686103200000,27084.4,27091.3,27043.0,27066.0,2522.395,1686103499999,68255728.9484,19900,875.978,23704067.7217,0,-1.853e-05,1.181e-05,-0.00046608,-0.00016407
1686103500000,27066.0,27074.7,27032.6,27058.7,2472.985,1686103799999,66903584.4116,16036,1275.042,34495340.7336,0,-3.535e-05,-3.535e-05,-0.00052512,-0.00032336
1686103800000,27058.7,27060.0,27020.0,27021.8,2521.566,1686104099999,68172715.0484,14760,896.007,24223034.7833,0,-0.00030187,-2.08e-06,-0.00055928,-0.00035244
1686104100000,27021.8,27032.5,26975.0,27007.3,3970.183,1686104399999,107202535.5254,23910,1278.119,34513191.8189,0,-0.0003592,4.86e-06,-0.00049698,-0.00030006
1686104400000,27007.3,27021.7,26963.0,26982.1,3600.66,1686104699999,97176154.271,23435,1814.539,48972604.1699,0,-0.00030072,9.793e-05,-0.00071805,-0.00027235
1686104700000,26982.0,27003.5,26970.0,26980.7,2374.073,1686104999999,64072392.6198,17983,1283.603,34642987.0709,0,-6.961e-05,0.00015594,-0.00038362,-0.00027682
1686105000000,26980.7,26986.3,26951.0,26957.5,1628.919,1686105299999,43933600.5095,14251,730.562,19704665.044,0,-5.644e-05,0.00017361,-0.00038809,-0.00010874
1686105300000,26957.6,26982.4,26900.2,26919.6,3849.617,1686105599999,103682579.7157,29733,1463.933,39432237.0645,0,-0.00023245,8.067e-05,-0.00058604,-0.00012812
